28,28,28,255
29,28,27,255
34,30,29,255
36,31,30,255
37,32,31,255
39,34,32,255
43,37,34,255
47,40,36,255
50,42,37,255
52,43,38,255
55,44,38,255
58,47,40,255
61,48,41,255
63,49,41,255
66,52,43,255
70,55,47,255
72,57,48,255
73,58,48,255
76,59,48,255
82,63,51,255
83,63,51,255
86,64,53,255
87,66,54,255
89,68,55,255
92,70,57,255
95,72,59,255
98,74,61,255
101,75,61,255
103,77,62,255
106,79,63,255
109,81,65,255
113,83,67,255
115,85,69,255
116,86,70,255
119,88,72,255
121,87,70,255
123,85,67,255
123,82,64,255
123,79,62,255
124,76,60,255
127,74,59,255
127,71,57,255
126,69,54,255
127,67,53,255
128,64,51,255
127,61,49,255
127,58,47,255
127,56,45,255
127,53,42,255
127,50,40,255
128,47,38,255
129,45,37,255
129,41,34,255
130,39,33,255
129,36,30,255
129,34,28,255
128,31,26,255
129,29,25,255
128,27,23,255
130,26,22,255
130,26,22,255
130,26,22,255
131,26,24,255
132,28,26,255
132,28,27,255
133,29,28,255
134,29,28,255
134,30,29,255
135,30,28,255
135,31,27,255
136,32,27,255
137,33,27,255
137,33,27,255
138,34,29,255
138,34,28,255
138,34,28,255
140,35,30,255
139,35,29,255
141,37,29,255
142,38,30,255
143,39,31,255
142,39,31,255
142,40,32,255
142,41,32,255
142,41,32,255
142,41,31,255
144,42,32,255
145,43,32,255
145,44,33,255
146,45,34,255
146,44,33,255
146,45,34,255
147,46,35,255
147,46,35,255
148,47,35,255
149,48,35,255
149,48,35,255
149,48,35,255
150,49,36,255
151,50,37,255
153,51,38,255
153,52,38,255
152,52,38,255
152,53,37,255
152,53,37,255
153,54,38,255
154,55,39,255
155,56,40,255
156,57,41,255
156,57,41,255
156,57,41,255
156,59,41,255
157,60,41,255
158,61,43,255
159,62,43,255
157,61,42,255
157,61,42,255
159,62,43,255
160,63,44,255
161,65,45,255
162,66,45,255
162,66,45,255
162,66,45,255
162,66,45,255
163,67,46,255
163,67,45,255
164,69,46,255
166,70,46,255
165,70,46,255
166,71,47,255
168,73,47,255
168,72,46,255
168,73,47,255
169,74,48,255
169,74,48,255
169,74,48,255
169,75,48,255
170,77,48,255
170,77,48,255
170,77,48,255
171,78,49,255
171,78,49,255
172,79,50,255
172,79,50,255
173,80,50,255
173,80,50,255
174,81,50,255
175,82,51,255
176,83,52,255
175,83,52,255
176,83,52,255
177,84,53,255
177,84,53,255
178,85,53,255
179,86,53,255
179,86,53,255
180,88,54,255
180,87,54,255
181,89,55,255
182,90,56,255
181,90,56,255
181,91,56,255
183,93,57,255
183,93,57,255
184,94,57,255
184,94,58,255
185,95,58,255
185,95,59,255
186,96,59,255
187,97,60,255
187,97,59,255
188,98,59,255
189,99,60,255
189,99,60,255
190,100,60,255
190,100,59,255
191,101,61,255
191,101,61,255
192,103,62,255
192,103,62,255
192,104,63,255
192,104,63,255
192,105,64,255
193,105,64,255
193,106,65,255
194,107,65,255
194,107,65,255
196,109,65,255
196,109,66,255
196,109,65,255
197,109,66,255
198,110,67,255
198,111,67,255
199,112,68,255
200,113,69,255
200,113,69,255
201,114,70,255
201,114,70,255
201,114,70,255
202,115,71,255
202,115,71,255
203,116,71,255
204,117,72,255
203,118,71,255
202,119,70,255
203,121,71,255
204,122,72,255
204,122,73,255
205,123,73,255
206,124,74,255
206,124,74,255
207,125,75,255
207,125,74,255
208,126,74,255
208,126,74,255
209,127,75,255
209,127,75,255
210,128,76,255
210,128,76,255
211,129,78,255
211,130,77,255
212,131,77,255
212,131,77,255
213,132,77,255
214,132,78,255
214,133,79,255
215,133,79,255
215,134,78,255
216,135,79,255
217,136,79,255
217,136,80,255
219,137,81,255
220,138,82,255
220,138,82,255
221,139,83,255
221,139,82,255
222,141,82,255
221,141,82,255
220,141,82,255
221,142,83,255
221,142,83,255
222,143,83,255
222,144,82,255
223,144,83,255
224,145,83,255
224,145,84,255
225,147,85,255
226,148,86,255
227,148,87,255
227,149,87,255
228,150,87,255
228,150,86,255
229,151,87,255
229,151,87,255
230,152,88,255
230,154,89,255
230,154,89,255
230,154,89,255
231,155,90,255
231,155,90,255
232,156,91,255
232,156,90,255
233,157,90,255
234,158,90,255
235,159,90,255
235,159,90,255
236,160,91,255
236,160,93,255
237,161,94,255
237,161,93,255
238,163,93,255
237,163,92,255
237,164,92,255
237,164,92,255
239,165,93,255
240,167,96,255
240,166,97,255
241,168,97,255
241,168,96,255
241,168,96,255
242,169,97,255
242,169,96,255
243,170,96,255
243,170,95,255
244,171,95,255
245,172,96,255
246,173,96,255
246,173,96,255
247,175,96,255
248,176,96,255
248,176,97,255
249,177,98,255
249,177,98,255
249,177,98,255
250,178,99,255
250,178,99,255
249,178,100,255
249,178,101,255
248,178,101,255
249,178,101,255
248,177,100,255
247,177,100,255
247,176,99,255
246,176,99,255
245,175,98,255
244,175,99,255
243,174,99,255
242,174,98,255
242,174,99,255
241,174,99,255
239,173,99,255
239,173,99,255
239,173,99,255
239,173,100,255
238,172,100,255
237,172,101,255
236,172,102,255
235,171,101,255
235,171,101,255
234,170,101,255
234,169,102,255
233,169,102,255
232,170,102,255
231,169,101,255
231,169,101,255
230,168,101,255
230,167,101,255
229,167,102,255
227,166,101,255
226,166,101,255
225,165,101,255
225,165,102,255
225,165,102,255
224,164,101,255
223,164,102,255
221,163,101,255
221,163,101,255
221,163,101,255
222,163,102,255
220,161,102,255
218,161,101,255
218,161,101,255
217,161,101,255
217,161,101,255
216,160,101,255
216,160,102,255
215,160,102,255
214,159,101,255
213,159,101,255
212,158,101,255
212,158,102,255
212,158,102,255
211,157,101,255
210,157,101,255
209,157,101,255
209,157,101,255
209,157,101,255
208,156,100,255
207,155,99,255
206,155,99,255
204,154,99,255
204,154,99,255
203,153,99,255
203,153,98,255
202,152,98,255
201,152,98,255
200,152,98,255
198,151,98,255
198,151,98,255
198,151,98,255
198,151,99,255
198,151,100,255
196,150,99,255
195,150,99,255
194,149,99,255
194,149,100,255
193,148,99,255
193,148,99,255
192,147,99,255
192,146,99,255
192,146,100,255
192,146,100,255
191,146,100,255
189,145,100,255
188,145,100,255
188,144,99,255
187,144,99,255
187,143,98,255
187,143,99,255
187,143,100,255
187,143,100,255
185,142,99,255
185,142,99,255
183,141,99,255
183,141,100,255
181,140,99,255
180,140,99,255
179,139,99,255
178,139,100,255
178,139,100,255
176,138,99,255
175,138,99,255
175,138,99,255
175,138,99,255
176,138,99,255
175,138,99,255
174,136,99,255
173,136,99,255
172,136,100,255
171,136,101,255
169,135,101,255
168,135,102,255
168,135,102,255
167,134,101,255
166,134,101,255
164,133,99,255
164,133,100,255
164,133,101,255
164,132,101,255
165,131,100,255
165,131,100,255
164,131,100,255
163,130,99,255
161,131,99,255
160,131,99,255
159,130,99,255
159,129,100,255
158,129,99,255
157,128,99,255
156,128,99,255
155,128,100,255
